workload,m,n,k,total_macs,dataflow,topology,num_chiplets,link_bw,link_latency,strategy,sub_m,sub_n,sub_k,compute_cycles,distribute_cycles,reduce_cycles,total_cycles_no_overlap,total_cycles_overlap,speedup_no_overlap,speedup_overlap,efficiency_no_overlap,efficiency_overlap,baseline_cycles
resnet50_conv1,12544,64,147,118013952,os,ring,1,0,10,split_m,12544,64,147,39298,0,0,39298,39298,1.0,1.0,1.0,1.0,39298
resnet50_conv1,12544,64,147,118013952,os,ring,1,0,10,split_n,12544,64,147,39298,0,0,39298,39298,1.0,1.0,1.0,1.0,39298
resnet50_conv1,12544,64,147,118013952,os,ring,1,0,10,split_k,12544,64,147,39298,0,0,39298,39298,1.0,1.0,1.0,1.0,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,1,10,split_m,6272,64,147,19649,18826,0,38475,19649,1.0213905133203378,2.0,0.5106952566601689,1.0,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,1,10,split_k,12544,64,74,32144,1853396,1605652,3491192,3459048,0.011256327351804197,0.011360929365536414,0.0056281636759020984,0.005680464682768207,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,1,10,split_n,12544,32,147,39298,3687946,0,3727244,3687946,0.010543447115348499,0.010655795936274555,0.0052717235576742495,0.005327897968137278,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,2,10,split_m,6272,64,147,19649,9418,0,29067,19649,1.3519799084872879,2.0,0.6759899542436439,1.0,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,2,10,split_k,12544,64,74,32144,926708,802836,1761688,1729544,0.022307014635962782,0.0227215959813685,0.011153507317981391,0.01136079799068425,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,2,10,split_n,12544,32,147,39298,1843978,0,1883276,1843978,0.020866829928273923,0.02131153408554766,0.010433414964136961,0.01065576704277383,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,4,10,split_m,6272,64,147,19649,4714,0,24363,19649,1.6130197430529902,2.0,0.8065098715264951,1.0,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,4,10,split_k,12544,64,74,32144,463364,401428,896936,864792,0.043813605430041834,0.045442141000379285,0.021906802715020917,0.022721070500189643,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,4,10,split_n,12544,32,147,39298,921994,0,961292,921994,0.04088039846373422,0.042622837024969794,0.02044019923186711,0.021311418512484897,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,8,10,split_m,6272,64,147,19649,2362,0,22011,19649,1.7853800372541002,2.0,0.8926900186270501,1.0,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,8,10,split_k,12544,64,74,32144,231692,200724,464560,432416,0.084591871878767,0.09088007844298084,0.0422959359393835,0.04544003922149042,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,8,10,split_n,12544,32,147,39298,461002,0,500300,461002,0.07854887067759345,0.08524474948047948,0.03927443533879672,0.04262237474023974,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,16,10,split_m,6272,64,147,19649,1186,0,20835,19649,1.8861531077513798,2.0,0.9430765538756899,1.0,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,16,10,split_k,12544,64,74,32144,115856,100372,248372,216228,0.1582223439034996,0.18174334498769817,0.0791111719517498,0.09087167249384909,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,16,10,split_n,12544,32,147,39298,230506,0,269804,230506,0.14565388207735985,0.1704858008034498,0.07282694103867993,0.0852429004017249,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,32,10,split_m,6272,64,147,19649,598,0,20247,19649,1.9409295204227788,2.0,0.9704647602113894,1.0,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,32,10,split_k,12544,64,74,32144,57938,50196,140278,108134,0.28014371462381843,0.3634194610390811,0.14007185731190921,0.18170973051954056,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,32,10,split_n,12544,32,147,39298,115258,0,154556,115258,0.25426382670358966,0.3409568099394402,0.12713191335179483,0.1704784049697201,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,64,10,split_m,6272,64,147,19649,304,0,19953,19649,1.9695283917205433,2.0,0.9847641958602716,1.0,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,64,10,split_k,12544,64,74,32144,28979,25108,86231,57252,0.45572937806589275,0.6864039684203171,0.22786468903294638,0.3432019842101586,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,64,10,split_n,12544,32,147,39298,57634,0,96932,57634,0.40541823133743243,0.6818544609084916,0.20270911566871622,0.3409272304542458,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,128,10,split_m,6272,64,147,19649,157,0,19806,19649,1.9841462183176815,2.0,0.9920731091588407,1.0,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,128,10,split_k,12544,64,74,32144,14500,12564,59208,44708,0.6637278746115389,0.8789925740359668,0.33186393730576946,0.4394962870179834,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,128,10,split_n,12544,32,147,39298,28822,0,68120,39298,0.5768937169700529,1.0,0.28844685848502644,0.5,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,256,10,split_m,6272,64,147,19649,84,0,19733,19649,1.9914863426747074,2.0,0.9957431713373537,1.0,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,256,10,split_k,12544,64,74,32144,7260,6292,45696,38436,0.8599877450980392,1.0224268914559267,0.4299938725490196,0.5112134457279633,39298
resnet50_conv1,12544,64,147,118013952,os,ring,2,256,10,split_n,12544,32,147,39298,14416,0,53714,39298,0.7316155936999665,1.0,0.36580779684998327,0.5,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,1,10,split_m,3136,64,147,10025,18846,0,28871,18846,1.3611582556890998,2.085217022179773,0.34028956392227494,0.5213042555449432,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,1,10,split_mn,6272,32,147,19649,1843998,0,1863647,1843998,0.021086611359340045,0.021311302940675642,0.005271652839835011,0.0053278257351689106,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,1,10,split_n,12544,16,147,39298,3687966,0,3727264,3687966,0.010543390540621754,0.010655738149429795,0.0026358476351554384,0.0026639345373574486,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,1,10,split_k,12544,64,37,28518,2780124,2408508,5217150,5188632,0.007532465043174914,0.007573865327122833,0.0018831162607937284,0.0018934663317807083,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,2,10,split_m,3136,64,147,10025,9438,0,19463,10025,2.019113189128089,3.92,0.5047782972820223,0.98,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,2,10,split_mn,6272,32,147,19649,922014,0,941663,922014,0.04173255187896307,0.0426219124655374,0.010433137969740767,0.01065547811638435,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,2,10,split_n,12544,16,147,39298,1843998,0,1883296,1843998,0.020866608329227057,0.021311302940675642,0.005216652082306764,0.0053278257351689106,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,2,10,split_k,12544,64,37,28518,1390092,1204284,2622894,2594376,0.014982687062458491,0.01514738033345976,0.003745671765614623,0.00378684508336494,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,4,10,split_m,3136,64,147,10025,4734,0,14759,10025,2.6626465207669896,3.92,0.6656616301917474,0.98,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,4,10,split_mn,6272,32,147,19649,461022,0,480671,461022,0.08175654449717167,0.08524105140318683,0.020439136124292916,0.021310262850796707,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,4,10,split_n,12544,16,147,39298,922014,0,961312,922014,0.04087954795113345,0.0426219124655374,0.010219886987783363,0.01065547811638435,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,4,10,split_k,12544,64,37,28518,695076,602172,1325766,1297248,0.02964173164796804,0.030293359480993612,0.00741043291199201,0.007573339870248403,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,8,10,split_m,3136,64,147,10025,2382,0,12407,10025,3.167405496896913,3.92,0.7918513742242282,0.98,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,8,10,split_mn,6272,32,147,19649,230526,0,250175,230526,0.15708204257020086,0.17047100977763896,0.039270510642550216,0.04261775244440974,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,8,10,split_n,12544,16,147,39298,461022,0,500320,461022,0.07854573073233131,0.08524105140318683,0.01963643268308283,0.021310262850796707,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,8,10,split_k,12544,64,37,28518,347568,301116,677202,648684,0.05802995265814336,0.06058111499589939,0.01450748816453584,0.015145278748974847,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,16,10,split_m,3136,64,147,10025,1206,0,11231,10025,3.4990650877036775,3.92,0.8747662719259194,0.98,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,16,10,split_mn,6272,32,147,19649,115278,0,134927,115278,0.2912537890859502,0.3408976561009039,0.07281344727148754,0.08522441402522597,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,16,10,split_n,12544,16,147,39298,230526,0,269824,230526,0.1456430858633776,0.17047100977763896,0.0364107714658444,0.04261775244440974,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,16,10,split_k,12544,64,37,28518,173814,150588,352920,324402,0.11135101439419698,0.12113982034636038,0.027837753598549245,0.030284955086590095,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,32,10,split_m,3136,64,147,10025,618,0,10643,10025,3.6923799680541203,3.92,0.9230949920135301,0.98,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,32,10,split_mn,6272,32,147,19649,57654,0,77303,57654,0.5083631941839256,0.6816179276372845,0.1270907985459814,0.17040448190932111,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,32,10,split_n,12544,16,147,39298,115278,0,154576,115278,0.2542309284753131,0.3408976561009039,0.06355773211882827,0.08522441402522597,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,32,10,split_k,12544,64,37,28518,86937,75324,190779,162261,0.20598703211569408,0.24219005183007625,0.05149675802892352,0.06054751295751906,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,64,10,split_m,3136,64,147,10025,324,0,10349,10025,3.797275099043386,3.92,0.9493187747608465,0.98,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,64,10,split_mn,6272,32,147,19649,28842,0,48491,28842,0.810418428161927,1.3625268705360238,0.20260460704048175,0.34063171763400596,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,64,10,split_n,12544,16,147,39298,57654,0,96952,57654,0.405334598564238,0.6816179276372845,0.1013336496410595,0.17040448190932111,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,64,10,split_k,12544,64,37,28518,43499,37692,109709,81191,0.35820215296830704,0.484019164685741,0.08955053824207676,0.12100479117143526,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,128,10,split_m,3136,64,147,10025,177,0,10202,10025,3.851989805920408,3.92,0.962997451480102,0.98,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,128,10,split_mn,6272,32,147,19649,14436,0,34085,19649,1.1529411764705881,2.0,0.28823529411764703,0.5,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,128,10,split_n,12544,16,147,39298,28842,0,68140,39298,0.5767243909597887,1.0,0.14418109773994717,0.25,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,128,10,split_k,12544,64,37,28518,21780,18876,69174,47394,0.5681036227484315,0.829176689032367,0.14202590568710788,0.20729417225809174,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,256,10,split_m,3136,64,147,10025,104,0,10129,10025,3.879751209398756,3.92,0.969937802349689,0.98,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,256,10,split_mn,6272,32,147,19649,7233,0,26882,19649,1.4618703965478759,2.0,0.36546759913696897,0.5,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,256,10,split_k,12544,64,37,28518,10921,9468,48907,37986,0.8035250577626925,1.034539040699205,0.2008812644406731,0.25863476017480125,39298
resnet50_conv1,12544,64,147,118013952,os,ring,4,256,10,split_n,12544,16,147,39298,14436,0,53734,39298,0.7313432835820896,1.0,0.1828358208955224,0.25,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,1,10,split_m,1568,64,147,5213,18886,0,24099,18886,1.6306900701273912,2.0808005930318756,0.2038362587659239,0.26010007412898445,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,1,10,split_mn,6272,16,147,19649,1844038,0,1863687,1844038,0.021086158780954097,0.02131084066597326,0.002635769847619262,0.0026638550832466575,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,1,10,split_n,12544,8,147,39298,3688006,0,3727304,3688006,0.01054327739298968,0.010655622577620535,0.00131790967412371,0.0013319528222025668,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,1,10,split_k,12544,64,19,26754,3243548,2809996,6080298,6053544,0.006463170061730527,0.0064917344286256114,0.0008078962577163158,0.0008114668035782014,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,2,10,split_m,1568,64,147,5213,9478,0,14691,9478,2.674971070723572,4.146233382570163,0.3343713838404465,0.5182791728212703,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,2,10,split_mn,6272,16,147,19649,922054,0,941703,922054,0.04173077923719049,0.04262006346699868,0.0052163474046488115,0.005327507933374835,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,2,10,split_n,12544,8,147,39298,1844038,0,1883336,1844038,0.020866165145252892,0.02131084066597326,0.0026082706431566115,0.0026638550832466575,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,2,10,split_k,12544,64,19,26754,1621844,1405068,3053666,3026912,0.01286912190134743,0.012982868348997261,0.0016086402376684287,0.0016228585436246577,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,4,10,split_m,1568,64,147,5213,4774,0,9987,5213,3.934915390007009,7.538461538461538,0.49186442375087613,0.9423076923076923,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,4,10,split_mn,6272,16,147,19649,461062,0,480711,461062,0.08174974152869395,0.08523365621109526,0.010218717691086744,0.010654207026386907,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,4,10,split_n,12544,8,147,39298,922054,0,961352,922054,0.040877847032096466,0.04262006346699868,0.005109730879012058,0.005327507933374835,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,4,10,split_k,12544,64,19,26754,810992,702604,1540350,1513596,0.025512383549193364,0.025963334998242597,0.0031890479436491705,0.0032454168747803247,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,8,10,split_m,1568,64,147,5213,2422,0,7635,5213,5.147085789129011,7.538461538461538,0.6433857236411263,0.9423076923076923,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,8,10,split_mn,6272,16,147,19649,230566,0,250215,230566,0.1570569310393062,0.17044143542413018,0.019632116379913276,0.021305179428016272,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,8,10,split_n,12544,8,147,39298,461062,0,500360,461062,0.0785394515948517,0.08523365621109526,0.009817431449356463,0.010654207026386907,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,8,10,split_k,12544,64,19,26754,405566,351372,783692,756938,0.05014469970345493,0.051917065862725875,0.006268087462931866,0.006489633232840734,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,16,10,split_m,1568,64,147,5213,1246,0,6459,5213,6.084223564019198,7.538461538461538,0.7605279455023998,0.9423076923076923,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,16,10,split_mn,6272,16,147,19649,115318,0,134967,115318,0.2911674705668793,0.3407794099793614,0.03639593382085991,0.042597426247420175,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,16,10,split_n,12544,8,147,39298,230566,0,269864,230566,0.1456214982361486,0.17044143542413018,0.018202687279518574,0.021305179428016272,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,16,10,split_k,12544,64,19,26754,202853,175756,405363,378609,0.09694520713533303,0.1037957364986041,0.012118150891916629,0.012974467062325513,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,32,10,split_m,1568,64,147,5213,658,0,5871,5213,6.693578606710952,7.538461538461538,0.836697325838869,0.9423076923076923,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,32,10,split_mn,6272,16,147,19649,57694,0,77343,57694,0.5081002805683772,0.6811453530696433,0.06351253507104715,0.08514316913370541,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,32,10,split_n,12544,8,147,39298,115318,0,154616,115318,0.25416515755161173,0.3407794099793614,0.031770644693951466,0.042597426247420175,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,32,10,split_k,12544,64,19,26754,101497,87948,216199,189445,0.18176772325496418,0.2074375148459975,0.022720965406870523,0.02592968935574969,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,64,10,split_m,1568,64,147,5213,364,0,5577,5213,7.046440738748431,7.538461538461538,0.8808050923435539,0.9423076923076923,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,64,10,split_mn,6272,16,147,19649,28882,0,48531,28882,0.8097504687725371,1.3606398448860881,0.10121880859656714,0.17007998061076102,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,64,10,split_n,12544,8,147,39298,57694,0,96992,57694,0.4051674364896074,0.6811453530696433,0.050645929561200925,0.08514316913370541,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,64,10,split_k,12544,64,19,26754,50819,44044,121617,94863,0.3231291677972652,0.4142605652361827,0.04039114597465815,0.05178257065452284,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,128,10,split_m,1568,64,147,5213,217,0,5430,5213,7.2372007366482505,7.538461538461538,0.9046500920810313,0.9423076923076923,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,128,10,split_mn,6272,16,147,19649,14476,0,34125,19649,1.1515897435897435,2.0,0.14394871794871794,0.25,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,128,10,split_n,12544,8,147,39298,28882,0,68180,39298,0.5763860369609857,1.0,0.07204825462012321,0.125,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,128,10,split_k,12544,64,19,26754,25480,22092,74326,48846,0.5287248069316255,0.8045285182000573,0.06609060086645319,0.10056606477500717,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,256,10,split_m,1568,64,147,5213,144,0,5357,5213,7.335822288594363,7.538461538461538,0.9169777860742954,0.9423076923076923,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,256,10,split_mn,6272,16,147,19649,7273,0,26922,19649,1.4596983879355174,2.0,0.18246229849193968,0.25,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,256,10,split_k,12544,64,19,26754,12811,11116,50681,37870,0.7753990647382648,1.0377079482439926,0.0969248830922831,0.12971349353049907,39298
resnet50_conv1,12544,64,147,118013952,os,ring,8,256,10,split_n,12544,8,147,39298,14476,0,53774,39298,0.7307992710231711,1.0,0.09134990887789639,0.125,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,1,0,10,split_m,12544,64,147,39298,0,0,39298,39298,1.0,1.0,1.0,1.0,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,1,0,10,split_n,12544,64,147,39298,0,0,39298,39298,1.0,1.0,1.0,1.0,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,1,0,10,split_k,12544,64,147,39298,0,0,39298,39298,1.0,1.0,1.0,1.0,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,1,10,split_m,3136,64,147,10025,37652,0,47677,37652,0.8242548818088387,1.043716137256985,0.20606372045220966,0.26092903431424624,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,1,10,split_mn,6272,32,147,19649,3687956,0,3707605,3687956,0.010599295232366987,0.01065576704277383,0.0026498238080917467,0.0026639417606934574,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,1,10,split_n,12544,16,147,39298,7375892,0,7415190,7375892,0.005299661910214033,0.005327897968137278,0.0013249154775535083,0.0013319744920343194,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,1,10,split_k,12544,64,37,28518,7413544,3211304,10653366,10624848,0.0036887871870730808,0.0036986882071159983,0.0009221967967682702,0.0009246720517789996,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,2,10,split_m,3136,64,147,10025,18836,0,28861,18836,1.3616298811544991,2.086324060310045,0.3404074702886248,0.5215810150775112,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,2,10,split_mn,6272,32,147,19649,1843988,0,1863637,1843988,0.021086724506972118,0.021311418512484897,0.0052716811267430295,0.005327854628121224,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,2,10,split_n,12544,16,147,39298,3687956,0,3727254,3687956,0.010543418827909233,0.01065576704277383,0.0026358547069773083,0.0026639417606934574,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,2,10,split_k,12544,64,37,28518,3706792,1605672,5340982,5312464,0.0073578229621444145,0.007397320715961557,0.0018394557405361036,0.0018493301789903893,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,4,10,split_m,3136,64,147,10025,9428,0,19453,10025,2.0201511335012596,3.92,0.5050377833753149,0.98,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,4,10,split_mn,6272,32,147,19649,922004,0,941653,922004,0.0417329950629372,0.04262237474023974,0.0104332487657343,0.010655593685059936,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,4,10,split_n,12544,16,147,39298,1843988,0,1883286,1843988,0.02086671912816216,0.021311418512484897,0.00521667978204054,0.005327854628121224,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,4,10,split_k,12544,64,37,28518,1853416,802856,2684790,2656272,0.014637271443949062,0.01479441864387382,0.0036593178609872655,0.003698604660968455,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,8,10,split_m,3136,64,147,10025,4724,0,14749,10025,2.664451827242525,3.92,0.6661129568106312,0.98,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,8,10,split_mn,6272,32,147,19649,461012,0,480661,461012,0.0817582454162081,0.0852429004017249,0.020439561354052026,0.021310725100431225,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,8,10,split_n,12544,16,147,39298,922004,0,961302,922004,0.04087997320301008,0.04262237474023974,0.01021999330075252,0.010655593685059936,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,8,10,split_k,12544,64,37,28518,926728,401448,1356694,1328176,0.028966001176389075,0.029587946175808025,0.007241500294097269,0.007396986543952006,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,16,10,split_m,3136,64,147,10025,2372,0,12397,10025,3.1699604743083003,3.92,0.7924901185770751,0.98,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,16,10,split_mn,6272,32,147,19649,230516,0,250165,230516,0.15708832170767292,0.1704784049697201,0.03927208042691823,0.04261960124243003,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,16,10,split_n,12544,16,147,39298,461012,0,500310,461012,0.07854730067358238,0.0852429004017249,0.019636825168395596,0.021310725100431225,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,16,10,split_k,12544,64,37,28518,463384,200744,692646,664128,0.05673605275999573,0.05917232822588417,0.014184013189998932,0.014793082056471042,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,32,10,split_m,3136,64,147,10025,1196,0,11221,10025,3.502183406113537,3.92,0.8755458515283843,0.98,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,32,10,split_mn,6272,32,147,19649,115268,0,134917,115268,0.2912753767130903,0.3409272304542458,0.07281884417827257,0.08523180761356144,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,32,10,split_n,12544,16,147,39298,230516,0,269814,230516,0.145648483770301,0.1704784049697201,0.03641212094257525,0.04261960124243003,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,32,10,split_k,12544,64,37,28518,231712,100392,360622,332104,0.10897283027657768,0.1183304025245104,0.02724320756914442,0.0295826006311276,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,64,10,split_m,3136,64,147,10025,608,0,10633,10025,3.695852534562212,3.92,0.923963133640553,0.98,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,64,10,split_mn,6272,32,147,19649,57644,0,77293,57644,0.5084289651068014,0.6817361737561585,0.12710724127670034,0.17043404343903962,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,64,10,split_n,12544,16,147,39298,115268,0,154566,115268,0.25424737652523843,0.3409272304542458,0.06356184413130961,0.08523180761356144,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,64,10,split_k,12544,64,37,28518,115876,50216,194610,166092,0.2019320692667386,0.2366038099366616,0.05048301731668465,0.0591509524841654,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,128,10,split_m,3136,64,147,10025,314,0,10339,10025,3.800947867298578,3.92,0.9502369668246445,0.98,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,128,10,split_mn,6272,32,147,19649,28832,0,48481,28832,0.8105855902312246,1.3629994450610432,0.20264639755780614,0.3407498612652608,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,128,10,split_n,12544,16,147,39298,57644,0,96942,57644,0.4053764106372883,0.6817361737561585,0.10134410265932207,0.17043404343903962,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,128,10,split_k,12544,64,37,28518,57958,25128,111604,83086,0.35211999569907887,0.4729798040584455,0.08802999892476972,0.11824495101461137,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,256,10,split_m,3136,64,147,10025,167,0,10192,10025,3.855769230769231,3.92,0.9639423076923077,0.98,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,256,10,split_mn,6272,32,147,19649,14426,0,34075,19649,1.1532795304475423,2.0,0.28831988261188557,0.5,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,256,10,split_n,12544,16,147,39298,28832,0,68130,39298,0.5768090415382358,1.0,0.14420226038455894,0.25,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,4,256,10,split_k,12544,64,37,28518,28999,12584,70101,41583,0.5605911470592431,0.9450496597167112,0.14014778676481077,0.2362624149291778,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,8,1,10,split_m,1568,64,147,5213,75304,0,80517,75304,0.48807084218239627,0.5218580686284925,0.061008855272799534,0.06523225857856156,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,8,1,10,split_mn,6272,16,147,19649,7375912,0,7395561,7375912,0.005313728059304764,0.005327883521386915,0.0006642160074130956,0.0006659854401733644,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,8,1,10,split_n,12544,8,147,39298,14751784,0,14791082,14751784,0.0026568712146954497,0.002663948984068639,0.0003321089018369312,0.00033299362300857985,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,8,1,10,split_k,12544,64,19,26754,14827088,3211344,18065186,18038432,0.002175344333570659,0.002178570731646742,0.0002719180416963324,0.0002723213414558427,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,8,2,10,split_m,1568,64,147,5213,37672,0,42885,37672,0.9163577008277952,1.0431620301550224,0.1145447126034744,0.1303952537693778,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,8,2,10,split_mn,6272,16,147,19649,3687976,0,3707625,3687976,0.01059923805670746,0.010655709256242448,0.0013249047570884325,0.001331963657030306,39298
resnet50_conv1,12544,64,147,118013952,os,mesh,8,2,10,split_n,12544,8,147,39298,7375912,0,7415210,7375912,0.005299647616183493,0.005327883521386915,0.0006624559520229367,0.0006659854401733644,39298
