workload,num_chiplets,link_bw,best_strategy,speedup,efficiency,compute_fraction,interconnect_fraction
resnet50_conv5_1_2,2,128,split_n,1.4664454833358467,0.7332227416679233,0.7332227416679233,0.26677725833207666
resnet50_conv5_1_2,2,256,split_n,1.6914245955818403,0.8457122977909202,0.8457122977909202,0.15428770220907984
resnet50_conv5_1_2,2,512,split_n,1.8319517709118311,0.9159758854559156,0.9159758854559156,0.08402411454408443
resnet50_conv5_1_2,2,1024,split_n,1.9113513513513514,0.9556756756756757,0.9556756756756757,0.044324324324324316
resnet50_conv5_1_2,2,2048,split_n,1.9535911602209945,0.9767955801104973,0.9767955801104973,0.023204419889502725
resnet50_conv5_1_2,4,1,split_n,0.04260464953250554,0.010651162383126385,0.010651162383126385,0.9893488376168736
resnet50_conv5_1_2,4,2,split_n,0.08430580361013335,0.021076450902533336,0.021076450902533336,0.9789235490974667
resnet50_conv5_1_2,4,4,split_n,0.1651101979828166,0.04127754949570415,0.04127754949570415,0.9587224505042958
resnet50_conv5_1_2,4,8,split_n,0.3170524942940985,0.07926312357352462,0.07926312357352462,0.9207368764264754
resnet50_conv5_1_2,4,16,split_n,0.5872689938398358,0.14681724845995894,0.14681724845995894,0.8531827515400411
resnet50_conv5_1_2,4,32,split_n,1.023363502420543,0.25584087560513574,0.25584087560513574,0.7441591243948642
resnet50_conv5_1_2,4,64,split_n,1.6277201205222631,0.4069300301305658,0.4069300301305658,0.5930699698694342
resnet50_conv5_1_2,4,128,split_n,2.3097387173396675,0.5774346793349169,0.5774346793349169,0.4225653206650831
resnet50_conv5_1_2,4,256,split_n,2.921875,0.73046875,0.73046875,0.26953125
resnet50_conv5_1_2,4,512,split_n,3.368202286110149,0.8420505715275373,0.8420505715275373,0.15794942847246274
resnet50_conv5_1_2,4,1024,split_n,3.646727920495031,0.9116819801237578,0.9116819801237578,0.08831801987624222
resnet50_conv5_1_2,4,2048,split_n,3.8036377860355954,0.9509094465088989,0.9509094465088989,0.04909055349110114
resnet50_conv5_1_2,8,1,split_n,0.042600916506759894,0.005325114563344987,0.010650229126689973,0.98934977087331
resnet50_conv5_1_2,8,2,split_n,0.0842911877394636,0.01053639846743295,0.0210727969348659,0.9789272030651341
resnet50_conv5_1_2,8,4,split_n,0.16505414672234103,0.02063176834029263,0.04126353668058526,0.9587364633194148
resnet50_conv5_1_2,8,8,split_n,0.31684587813620074,0.03960573476702509,0.07921146953405019,0.9207885304659498
resnet50_conv5_1_2,8,16,split_n,0.5865605018699481,0.07332006273374352,0.14664012546748703,0.8533598745325129
resnet50_conv5_1_2,8,32,split_n,1.0212140306658266,0.12765175383322833,0.25530350766645665,0.7446964923335433
resnet50_conv5_1_2,8,64,split_n,1.622288955622289,0.20278611945278613,0.40557223890557226,0.5944277610944277
resnet50_conv5_1_2,8,128,split_n,2.2988179669030733,0.28735224586288416,0.5747044917257683,0.4252955082742317
resnet50_conv5_1_2,8,256,split_n,2.90442054958184,0.36305256869773,0.72610513739546,0.27389486260454
resnet50_conv5_1_2,8,512,split_n,3.345029239766082,0.41812865497076024,0.8362573099415205,0.16374269005847952
resnet50_conv5_1_2,8,1024,split_n,3.619579378373348,0.4524474222966685,0.904894844593337,0.09510515540666298
resnet50_conv5_1_2,8,2048,split_n,3.774112167669319,0.4717640209586649,0.9435280419173298,0.05647195808267025
bert_qk_seq512,2,1,split_m,0.07472462916727861,0.037362314583639304,0.037362314583639304,0.9626376854163607
bert_qk_seq512,2,2,split_m,0.1440462034992356,0.0720231017496178,0.0720231017496178,0.9279768982503822
bert_qk_seq512,2,4,split_m,0.26866617383039393,0.13433308691519696,0.13433308691519696,0.865666913084803
bert_qk_seq512,2,8,split_m,0.4734785036292574,0.2367392518146287,0.2367392518146287,0.7632607481853713
bert_qk_seq512,2,16,split_m,0.7651127819548872,0.3825563909774436,0.3825563909774436,0.6174436090225564
bert_qk_seq512,2,32,split_m,1.105606258148631,0.5528031290743155,0.5528031290743155,0.4471968709256845
bert_qk_seq512,2,64,split_m,1.4220234768026832,0.7110117384013416,0.7110117384013416,0.2889882615986584
bert_qk_seq512,2,128,split_m,1.659491193737769,0.8297455968688845,0.8297455968688845,0.1702544031311155
bert_qk_seq512,2,256,split_m,1.8106761565836298,0.9053380782918149,0.9053380782918149,0.0946619217081851
bert_qk_seq512,2,512,split_m,1.8970917225950783,0.9485458612975392,0.9485458612975392,0.05145413870246085
bert_qk_seq512,2,1024,split_m,1.943468296409473,0.9717341482047365,0.9717341482047365,0.02826585179526353
bert_qk_seq512,2,2048,split_m,1.9675174013921113,0.9837587006960556,0.9837587006960556,0.016241299303944357
bert_qk_seq512,4,1,split_mn,0.1493395949515703,0.03733489873789257,0.03733489873789257,0.9626651012621075
bert_qk_seq512,4,2,split_mn,0.2876851747144634,0.07192129367861586,0.07192129367861586,0.9280787063213841
bert_qk_seq512,4,4,split_mn,0.5359174215293869,0.13397935538234673,0.13397935538234673,0.8660206446176533
bert_qk_seq512,4,8,split_mn,0.9425713227121156,0.2356428306780289,0.2356428306780289,0.7643571693219711
